pandaid,IObytesRead,IObytesReadRate,IObytesWriteRate,IObytesWritten,actualcorecount,assignedpriority,avgpss,avgrss,avgvmem,cpu_eff,cpuconsumptiontime,currentpriority,dbTime,failedattempt,hs06sec,inputfilebytes,maxcpucount,maxdiskcount,maxpss,maxrss,maxvmem,minramcount,nevents,outputfilebytes,queue_time,timeExe,timeStageIn,timeStageOut,wall_time,workDirSize,computingsite,jobstatus
4051904638,2644212.0,2102230.0,107170.0,134800.0,1.0,1100,1592975.0,1640960.0,3214819.0,0.24722221,356,1100,348.82,0,24307,8192784,0,381,2579597.0,2640848.0,4443252.0,2823,8,28168393,12568,1357,14,22,1440,38120688.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904643,2484204.0,1661544.0,151230.0,226108.0,1.0,1100,1534300.0,1575495.0,3137252.0,0.23699763,401,1100,295.91,0,28560,11923928,0,392,2675971.0,2722192.0,4493424.0,2823,11,34036225,12573,1609,14,22,1692,12086824.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904646,2531236.0,1691896.0,129269.0,193400.0,1.0,1100,1725618.0,1766736.0,3276590.0,0.30969268,524,1100,141.85,0,28560,26318736,0,431,2685960.0,2759808.0,4552672.0,2823,24,54293348,12657,1579,15,22,1692,14272624.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904648,2606880.0,1814714.0,389997.0,560240.0,1.0,1100,1550568.0,1597310.0,3064427.0,0.25537139999999997,416,1100,260.25,0,27497,17069668,0,406,2667812.0,2762740.0,4483628.0,2823,16,40796266,12659,1498,14,23,1629,12208540.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904652,2674704.0,1863195.0,124905.0,179308.0,1.0,1100,1393566.0,1444941.0,2905344.0,0.24,390,1100,321.04,0,27430,11092324,0,389,2478734.0,2610348.0,4462400.0,2823,11,32394260,12666,1499,14,21,1625,12070556.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904667,2741148.0,1993562.0,76459.0,105132.0,1.0,1100,1465457.0,1507348.0,2975212.0,0.29509240000000003,463,1100,255.8,0,26484,22399084,0,421,2551621.0,2658044.0,4524572.0,2823,21,48802690,12685,1448,15,21,1569,34523028.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904669,2356492.0,2073065.0,33742.0,38356.0,1.0,1100,1473052.0,1527182.0,2883097.0,0.29046900000000003,384,1100,179.51,0,22315,11046380,0,389,2603522.0,2685284.0,4436604.0,2823,10,32002737,12698,1228,14,25,1322,14045027.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904672,2552936.0,1707515.0,268856.0,401972.0,1.0,1100,1585705.0,1628661.0,3232050.0,0.27337277,462,1100,294.25,0,28527,16164868,0,403,2678263.0,2767472.0,4585252.0,2823,15,40221125,12701,1609,15,23,1690,12093436.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904674,2992332.0,2171614.0,212965.0,293452.0,1.0,1100,1595018.0,1648237.0,3192446.0,0.28698979999999996,450,1100,268.28,0,26467,27158052,0,434,2700998.0,2775408.0,4520380.0,2823,26,54369988,12703,1469,15,24,1568,35740124.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904679,2903032.0,2016760.0,106709.0,153604.0,1.0,1100,1505649.0,1519590.0,2965764.0,0.2320442,378,1100,379.55,0,27497,4597680,0,371,2432439.0,2442008.0,4431772.0,2823,4,23171883,12709,1509,14,22,1629,12081232.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904680,2536936.0,2231806.0,55538.0,63132.0,1.0,1100,1511339.0,1549626.0,3101187.0,0.32526475,430,1100,192.72,0,22315,11376040,0,390,2608610.0,2655732.0,4563996.0,2823,10,33518749,12710,1237,14,21,1322,18230664.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904681,2858592.0,1837538.0,121100.0,188392.0,1.0,1100,1472965.0,1524607.0,3130335.0,0.23142858,405,1100,442.67,0,29540,10598408,0,388,2542678.0,2639144.0,4583512.0,2823,10,31786437,12711,1669,14,21,1750,12072952.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904689,2425868.0,2250080.0,192174.0,207188.0,1.0,1100,1437967.0,1480848.0,2884369.0,0.30206677,380,1100,298.49,0,21235,7723304,0,380,2673562.0,2748396.0,4531364.0,2823,7,27452931,12724,1137,14,31,1258,11921112.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904694,2435156.0,1936024.0,95301.0,119872.0,1.0,1100,1494480.0,1537398.0,3100241.0,0.300554,434,1100,282.35,0,24374,12755612,0,394,2533978.0,2613564.0,4543924.0,2823,12,35829545,12727,1328,14,21,1444,13879655.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904698,2606472.0,1814430.0,120928.0,173716.0,1.0,1100,1385347.0,1425235.0,2917796.0,0.26012270000000004,424,1100,301.62,0,27514,13824144,0,397,2550591.0,2655628.0,4537804.0,2823,13,36637644,12731,1499,14,21,1630,14212976.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904699,2640040.0,2006979.0,154921.0,203788.0,1.0,1100,1412916.0,1467903.0,2960440.0,0.30497926,441,1100,210.57,0,24408,17493376,0,407,2668891.0,2772368.0,4536340.0,2823,15,41603013,12731,1368,14,22,1446,13881070.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904703,2559952.0,1582965.0,168529.0,272544.0,1.0,1100,1531434.0,1571975.0,3181227.0,0.21732114,404,1100,499.87,0,31379,13268656,0,395,2500949.0,2598796.0,4463400.0,2823,13,35293872,12733,1700,16,20,1859,12069200.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904709,2425932.0,1763062.0,653191.0,898776.0,1.0,1100,1503478.0,1546323.0,3127525.0,0.26483727,415,1100,301.89,0,26450,14919532,0,400,2671723.0,2758028.0,4533672.0,2823,14,38675190,12742,1469,15,25,1567,17102996.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904710,2708364.0,2057392.0,122931.0,161828.0,1.0,1100,1540837.0,1575485.0,3123428.0,0.27785146,419,1100,248.85,0,25455,14973668,0,400,2594345.0,2642316.0,4454728.0,2823,14,37197368,12742,1399,16,22,1508,46568732.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904711,2910560.0,1866257.0,168487.0,262768.0,1.0,1100,1680262.0,1729674.0,3151487.0,0.23415978,425,1100,428.55,0,30637,12525596,0,393,2738906.0,2748536.0,4445824.0,2823,12,34180333,12744,1679,19,25,1815,12066788.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904712,2824268.0,1966043.0,133307.0,191500.0,1.0,1100,1443420.0,1480320.0,2974608.0,0.27579853,449,1100,327.68,0,27480,24087016,0,425,2515340.0,2598572.0,4491056.0,2823,23,50280612,12746,1518,14,25,1628,18204184.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904713,2493528.0,1735807.0,121523.0,174572.0,1.0,1100,1480611.0,1536341.0,2923289.0,0.25923645,421,1100,345.04,0,27413,14939304,0,400,2715498.0,2792232.0,4578444.0,2823,14,37275963,12749,1498,14,22,1624,16853848.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904720,2706320.0,1808924.0,68808.0,102944.0,1.0,1100,1535434.0,1593502.0,3163750.0,0.2972028,510,1100,407.23,0,28966,24232060,0,426,2614022.0,2744884.0,4586116.0,2823,22,52861871,12776,1589,14,21,1716,12205956.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904726,2143672.0,1556822.0,101679.0,140008.0,1.0,1100,1449967.0,1495185.0,3025743.0,0.2697704,423,1100,357.01,0,26467,13782372,0,397,2631239.0,2697860.0,4581232.0,2823,13,36782821,12779,1459,14,24,1568,20538012.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904728,2636528.0,2097750.0,35444.0,44548.0,1.0,1100,1395526.0,1436837.0,2884365.0,0.28354082,410,1100,335.66,0,24408,13822344,0,397,2596768.0,2669956.0,4493016.0,2823,13,36659605,12781,1328,15,21,1446,13882683.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904729,2497876.0,1988977.0,60092.0,75468.0,1.0,1100,1565950.0,1620505.0,3055331.0,0.30089718,436,1100,184.46,0,24459,15785416,0,402,2755172.0,2799312.0,4564508.0,2823,15,39891566,12781,1348,15,24,1449,13867430.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904732,2581016.0,1660150.0,321332.0,499572.0,1.0,1100,1614888.0,1652653.0,3172218.0,0.2597254,454,1100,432.04,0,29506,22147280,0,420,2744727.0,2788544.0,4575848.0,2823,20,49243118,12786,1669,14,25,1748,12087088.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904736,2810924.0,2347786.0,560376.0,670920.0,1.0,1100,1546531.0,1572435.0,3048426.0,0.3071377,426,1100,149.89,0,23412,17064796,0,406,2585038.0,2642648.0,4506952.0,2823,17,40462649,12788,1298,16,23,1387,15427295.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904744,2771160.0,2106657.0,161422.0,212340.0,1.0,1100,1561666.0,1580739.0,2952327.0,0.30041435,435,1100,341.95,0,24442,14920272,0,400,2824006.0,2833736.0,4558776.0,2823,14,39230502,12791,1368,14,24,1448,13871201.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904752,2738628.0,1831714.0,214185.0,320232.0,1.0,1100,1612810.0,1644914.0,3247633.0,0.26487747,454,1100,379.47,0,28932,12031836,0,392,2745802.0,2802792.0,4603212.0,2823,10,34380723,12795,1589,14,27,1714,12081316.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904765,2271916.0,1810460.0,66760.0,83776.0,1.0,1100,1518753.0,1598299.0,3167175.0,0.32571033,470,1100,258.63,0,24357,12772160,0,394,2689819.0,2827628.0,4676940.0,2823,12,35948953,12870,1358,14,21,1443,13886850.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904770,2021556.0,1776886.0,273865.0,311576.0,1.0,1100,1501582.0,1558156.0,3108572.0,0.2993921,394,1100,253.51,0,22214,16777404,0,405,2524880.0,2613032.0,4496024.0,2823,0,0,12895,1207,14,0,1316,12010866.0,CERN-PROD_T0_SCORE_SHORT,failed
4051904774,2502644.0,1671694.0,44868.0,67172.0,1.0,1100,1493809.0,1523574.0,3076838.0,0.25308278,431,1100,574.74,0,28746,16231900,0,404,2586324.0,2617868.0,4505292.0,2823,15,40117002,12897,1559,15,22,1703,12177956.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904775,2658944.0,2220847.0,230141.0,275540.0,1.0,1100,1595053.0,1638176.0,3101193.0,0.26950866,373,1100,212.12,0,23361,5504912,0,374,2667188.0,2690292.0,4495148.0,2823,5,24587219,12897,1297,14,21,1384,15484055.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904778,2868872.0,1995737.0,116410.0,167340.0,1.0,1100,1416755.0,1463245.0,3036233.0,0.30953845,503,1100,390.98,0,27430,22382084,0,421,2566149.0,2663344.0,4618216.0,2823,18,48199100,12904,1509,14,23,1625,28531196.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904779,2713172.0,1889991.0,196791.0,282504.0,1.0,1100,1592204.0,1636132.0,3107973.0,0.32105586,523,1100,415.8,0,27497,32899352,0,450,2663420.0,2684060.0,4594256.0,2823,29,61809621,12906,1529,14,25,1629,38018792.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904786,2554576.0,1705271.0,209731.0,314188.0,1.0,1100,1630871.0,1667386.0,3066999.0,0.300295,509,1100,318.73,0,28611,27080304,0,434,2761527.0,2772716.0,4543300.0,2823,24,54785447,12909,1590,15,24,1695,14375312.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904787,2638152.0,1521096.0,256133.0,444232.0,1.0,1100,1693996.0,1740660.0,3390594.0,0.29405683,569,1100,414.4,0,32662,37447092,0,462,2652219.0,2669400.0,4594396.0,2823,33,69384158,12916,1840,16,25,1935,14254702.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904796,2440180.0,1774676.0,155671.0,214048.0,1.0,1100,1414308.0,1475251.0,3017281.0,0.2773163,434,1100,236.85,0,26417,20065436,0,414,2524533.0,2619212.0,4479464.0,2823,19,44925521,12930,1478,17,25,1565,21988196.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904808,2969744.0,2921246.0,65622.0,66712.0,1.0,1100,1391107.0,1444795.0,2990935.0,0.36106488,434,1100,234.38,0,20289,22415404,0,421,2625288.0,2707776.0,4516168.0,2823,21,48504248,12933,1086,14,23,1202,11933652.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904811,2389984.0,1818234.0,148238.0,194852.0,1.0,1100,1562756.0,1611640.0,3074073.0,0.25977468,392,1100,350.76,0,25471,5479688,0,374,2614576.0,2695980.0,4600908.0,2823,5,24741436,12933,1418,14,24,1509,35095288.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904818,2614480.0,2183709.0,70099.0,83928.0,1.0,1100,1455570.0,1499112.0,3068812.0,0.2935647,406,1100,442.37,0,23345,12806836,0,394,2604236.0,2657176.0,4528992.0,2823,12,34871799,12936,1278,15,22,1383,15529702.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904825,2516172.0,1682926.0,38835.0,58064.0,1.0,1100,1527829.0,1578660.0,3156024.0,0.25903973,437,1100,314.34,0,28476,17147176,0,406,2572792.0,2667148.0,4546048.0,2823,15,41683447,12940,1569,14,21,1687,12196568.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904831,2254012.0,1885709.0,82358.0,98444.0,1.0,1100,1582527.0,1631174.0,3078911.0,0.33862817,469,1100,314.25,0,23378,25960948,0,430,2690968.0,2731292.0,4508492.0,2823,24,53949350,12944,1298,16,23,1385,14526793.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904835,2955168.0,2354935.0,157617.0,197792.0,1.0,1100,1577700.0,1619194.0,3171168.0,0.2929363,423,1100,259.72,0,24374,16704992,0,405,2519579.0,2596576.0,4602824.0,2823,15,40641620,12951,1348,14,23,1444,13842806.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904839,2813732.0,2047804.0,312186.0,428952.0,1.0,1100,1478885.0,1537635.0,3119493.0,0.27324840000000006,429,1100,397.65,0,26501,16027572,0,403,2499401.0,2616636.0,4501368.0,2823,15,39803139,12959,1468,14,24,1570,27873356.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904841,2752336.0,1918578.0,155307.0,222800.0,1.0,1100,1425995.0,1473476.0,3034429.0,0.24984653,407,1100,357.0,0,27497,15915024,0,403,2529270.0,2617732.0,4452312.0,2823,15,39169887,12960,1509,14,20,1629,12212208.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904844,2613600.0,1560540.0,151411.0,253584.0,1.0,1100,1745327.0,1791796.0,3319850.0,0.24240810000000002,455,1100,435.45,0,31683,27570500,0,435,2722810.0,2745084.0,4513228.0,2823,26,55827801,12963,1749,14,20,1877,12095164.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904851,2709100.0,2659749.0,143147.0,145804.0,1.0,1100,1494694.0,1522679.0,2922419.0,0.39232054,470,1100,298.05,0,20222,20148876,0,414,2744352.0,2766808.0,4558340.0,2823,18,45351502,12975,1117,15,22,1198,11926900.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904853,2539756.0,1633611.0,145387.0,226032.0,1.0,1100,1509075.0,1565434.0,3139642.0,0.24642652,431,1100,270.67,0,29523,16576944,0,404,2570442.0,2662796.0,4512236.0,2823,15,40194322,12978,1669,14,21,1749,12078672.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904854,2591668.0,1804125.0,83033.0,119280.0,1.0,1100,1625429.0,1663732.0,3131553.0,0.28790668,469,1100,559.64,0,27497,20997364,0,417,2798918.0,2808620.0,4570184.0,2823,19,46272969,12979,1529,15,24,1629,20298508.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904863,2536372.0,1631435.0,353336.0,549328.0,1.0,1100,1574879.0,1616287.0,3175787.0,0.27869788,488,1100,427.98,0,29556,29313968,0,440,2596298.0,2677028.0,4560476.0,2823,27,58371226,12990,1619,14,22,1751,12108880.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904864,2495956.0,2086415.0,38178.0,45672.0,1.0,1100,1419435.0,1497911.0,2887359.0,0.3297953,435,1100,293.13,0,22264,16927952,0,405,2709064.0,2862628.0,4495264.0,2823,16,40754938,12990,1248,14,21,1319,15476675.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904867,2444540.0,1775325.0,140260.0,193132.0,1.0,1100,1497152.0,1551565.0,3075220.0,0.27011493,423,1100,241.89,0,26434,16284272,0,404,2491246.0,2580588.0,4548348.0,2823,15,39834316,12992,1469,15,26,1566,21161360.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904870,2444820.0,2147080.0,62163.0,70784.0,1.0,1100,1532100.0,1592023.0,3013397.0,0.35854766,474,1100,248.12,0,22315,14841824,0,400,2736157.0,2848964.0,4574980.0,2823,13,37394619,12994,1227,15,24,1322,14032741.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904872,3000220.0,2006678.0,90681.0,135580.0,1.0,1100,1667183.0,1676261.0,3121448.0,0.28740390000000005,486,1100,398.56,0,28544,21603504,0,418,2708165.0,2717808.0,4620776.0,2823,19,46513583,12996,1559,15,26,1691,14404432.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904879,2588096.0,1802864.0,362128.0,519852.0,1.0,1100,1449878.0,1494499.0,2996949.0,0.27284345,427,1100,201.31,0,26417,21590928,0,418,2618591.0,2694252.0,4525364.0,2823,20,47432018,13005,1488,15,24,1565,23145584.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904882,2415996.0,1553031.0,218864.0,340480.0,1.0,1100,1588413.0,1635211.0,3214180.0,0.26556253,465,1100,369.1,0,29556,21277088,0,417,2659255.0,2748888.0,4527952.0,2823,18,46821307,13007,1629,14,22,1751,12101216.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904892,2511708.0,1996885.0,396510.0,498736.0,1.0,1100,1518063.0,1542827.0,2891505.0,0.3326087,459,1100,174.78,0,23294,20895272,0,416,2818723.0,2828528.0,4569300.0,2823,19,46735526,13023,1308,14,24,1380,13925303.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904916,2914392.0,2030161.0,112291.0,161200.0,1.0,1100,1714072.0,1724585.0,3247069.0,0.3009828,490,1100,249.69,0,27480,22494504,0,421,2737377.0,2747072.0,4579224.0,2823,20,48414917,13054,1519,15,22,1628,21275352.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904918,2455960.0,1862891.0,264371.0,348536.0,1.0,1100,1504136.0,1575799.0,3144732.0,0.28409848,427,1100,448.54,0,25370,15757520,0,402,2572035.0,2661376.0,4520588.0,2823,14,39418107,13095,1418,14,21,1503,39481136.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904929,2503884.0,1743016.0,134310.0,192940.0,1.0,1100,1606125.0,1657610.0,3163295.0,0.2809816,458,1100,468.1,0,27514,20106476,0,414,2589027.0,2670192.0,4549372.0,2823,18,44816852,13107,1539,14,23,1630,15864596.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904939,2639808.0,1633331.0,73921.0,119472.0,1.0,1100,1651155.0,1681651.0,3212792.0,0.24656026,448,1100,606.42,0,30670,22021460,0,420,2674681.0,2684536.0,4534780.0,2823,20,47167865,13125,1700,15,24,1817,12069548.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904940,2604172.0,1979712.0,164676.0,216620.0,1.0,1100,1520561.0,1564923.0,3121280.0,0.2877604,442,1100,274.82,0,25927,15680340,0,402,2695201.0,2731328.0,4568092.0,2823,14,39087639,13126,1419,15,24,1536,48295084.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904942,2370808.0,1981801.0,38856.0,46484.0,1.0,1100,1513628.0,1558972.0,2921466.0,0.31841156,441,1100,112.24,0,23378,17359000,0,407,2675738.0,2769068.0,4569120.0,2823,16,41741079,13127,1277,17,22,1385,15529675.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904944,2625976.0,2195101.0,631472.0,755424.0,1.0,1100,1726857.0,1772525.0,3219983.0,0.37037036,520,1100,73.23,0,23699,38641616,0,466,2778165.0,2857132.0,4543224.0,2823,34,69820865,13132,1298,14,21,1404,15555457.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904946,2508548.0,1398341.0,100368.0,180056.0,1.0,1100,1742287.0,1785029.0,3307968.0,0.21157685,424,1100,481.65,0,33827,18133072,0,409,2784200.0,2793960.0,4513244.0,2823,17,42434950,13133,1880,14,23,2004,15582947.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904950,2213396.0,1422798.0,205370.0,319488.0,1.0,1100,1645121.0,1707247.0,3199395.0,0.21669525,379,1100,325.63,0,29523,6742348,0,377,2617495.0,2697968.0,4487904.0,2823,6,26281507,13152,1649,15,22,1749,12070580.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904953,2339252.0,1630629.0,57210.0,82072.0,1.0,1100,1620843.0,1699855.0,3166258.0,0.2789409,453,1100,452.88,0,27413,25677160,0,430,2670629.0,2767856.0,4510904.0,2823,24,52121919,13157,1539,15,22,1624,12100248.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904954,2570548.0,1653417.0,107026.0,166392.0,1.0,1100,1555512.0,1629245.0,3178450.0,0.27221596,484,1100,301.18,0,30012,19182992,0,412,2539872.0,2619736.0,4559588.0,2823,16,44243018,13158,1649,14,23,1778,12098160.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904965,2594960.0,1665980.0,119426.0,186020.0,1.0,1100,1673630.0,1702124.0,3186317.0,0.26993167,474,1100,380.53,0,29641,19810744,0,413,2759963.0,2769632.0,4558808.0,2823,18,45166628,13171,1659,14,23,1756,12076616.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904969,2498952.0,1816129.0,382433.0,526220.0,1.0,1100,1520227.0,1563932.0,2933591.0,0.28665787,434,1100,349.77,0,25556,17992704,0,408,2684730.0,2694972.0,4522108.0,2823,17,41845307,13173,1428,15,21,1514,29803520.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904970,2608692.0,1743668.0,234084.0,350212.0,1.0,1100,1751101.0,1777987.0,3275981.0,0.25888625,437,1100,394.53,0,28493,17513196,0,407,2703651.0,2713408.0,4520732.0,2823,16,41590915,13175,1579,15,24,1688,12092692.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904979,2650560.0,2016473.0,117055.0,153864.0,1.0,1100,1539522.0,1601371.0,3138783.0,0.28354263,429,1100,334.59,0,25539,17680300,0,408,2553887.0,2659020.0,4486276.0,2823,17,42341408,18652,1379,16,24,1513,50743380.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904981,2947428.0,1970082.0,52015.0,77820.0,1.0,1100,1773657.0,1783169.0,3233991.0,0.23678026,403,1100,460.66,0,28729,12271604,0,393,2716585.0,2726308.0,4516452.0,2823,11,33721439,18654,1600,15,23,1702,12091404.0,CERN-PROD_T0_SCORE_SHORT,finished
4051904988,2826528.0,1750976.0,70630.0,114016.0,1.0,1100,1590373.0,1665207.0,3264801.0,0.21636464,394,1100,368.61,0,30738,12544964,0,393,2554078.0,2676308.0,4487992.0,2823,11,33517519,18656,1720,14,21,1821,12067900.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905004,2728940.0,1826427.0,84184.0,125784.0,1.0,1100,1591707.0,1624155.0,3145460.0,0.27610619999999997,468,1100,446.41,0,28611,25731308,0,430,2622890.0,2688672.0,4546696.0,2823,24,52819074,18670,1580,15,24,1695,12197652.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905016,2798760.0,1511566.0,116286.0,215312.0,1.0,1100,1797488.0,1866852.0,3490320.0,0.40222654,831,1100,351.09,0,34874,65463880,0,540,2704019.0,2797328.0,4670392.0,2823,50,107304766,18674,1931,21,22,2066,14194370.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905019,2509236.0,1231763.0,151614.0,308856.0,1.0,1100,1743770.0,1802753.0,3461608.0,0.36795384,829,1100,513.27,0,38030,73026312,0,561,2669807.0,2777732.0,4670524.0,2823,56,117050194,18676,2162,16,24,2253,84813048.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905020,3083568.0,1512247.0,122770.0,250336.0,1.0,1100,1954568.0,1963960.0,3496464.0,0.42585215,962,1100,311.87,0,38131,79826624,0,580,2847484.0,2857288.0,4676348.0,2823,61,126239783,18676,2123,18,27,2259,99979584.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905037,2573020.0,1593933.0,58684.0,94732.0,1.0,1100,1607397.0,1690963.0,3251585.0,0.35099337,636,1100,340.21,0,30586,42925920,0,478,2687977.0,2823316.0,4583900.0,2823,33,75928739,18698,1710,22,23,1812,12234912.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905038,2376520.0,1370245.0,114120.0,197928.0,1.0,1100,1781145.0,1894275.0,3384070.0,0.34863332,676,1100,415.93,0,32730,50285660,0,498,2802779.0,2950748.0,4587440.0,2823,38,86115810,18698,1821,23,23,1939,14294466.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905046,2923580.0,2033794.0,180652.0,259688.0,1.0,1100,1750355.0,1810200.0,3290373.0,0.375,612,1100,377.58,0,27548,42898052,0,477,2781049.0,2877088.0,4628960.0,2823,33,75489094,18704,1520,15,24,1632,54263164.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905075,2827680.0,1819952.0,81381.0,126444.0,1.0,1100,1703542.0,1747845.0,3357490.0,0.41614553,732,1100,301.05,0,29691,56075828,0,514,2701351.0,2767564.0,4588848.0,2823,44,94403760,18728,1650,16,28,1759,38705612.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905077,2509472.0,1616163.0,139766.0,217020.0,1.0,1100,1812144.0,1893976.0,3390743.0,0.33961186,595,1100,333.82,0,29573,42730856,0,477,2683481.0,2803012.0,4601592.0,2823,34,75388862,18728,1650,14,21,1752,14727832.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905080,2580440.0,1487821.0,91892.0,159376.0,1.0,1100,1657543.0,1740302.0,3350524.0,0.33164558,655,1100,457.4,0,33338,45873232,0,486,2649279.0,2722752.0,4607900.0,2823,36,79661598,18728,1810,15,27,1975,14267874.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905095,2522436.0,1453559.0,195091.0,338552.0,1.0,1100,1755403.0,1816146.0,3439392.0,0.34257832,667,1100,550.31,0,32865,59901584,0,525,2652368.0,2711376.0,4594432.0,2823,49,98838549,18734,1861,18,22,1947,23883284.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905117,2439848.0,1852041.0,55789.0,73496.0,1.0,1100,1636881.0,1696504.0,3041023.0,0.29853722,449,1100,328.28,0,25387,14651880,0,399,2765113.0,2869424.0,4544260.0,2823,12,37539793,18756,1388,15,23,1504,46861848.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905124,2831320.0,1630636.0,192281.0,333864.0,1.0,1100,1792786.0,1812203.0,3355681.0,0.33688483,664,1100,495.55,0,33270,51394224,0,501,2704556.0,2748768.0,4613500.0,2823,42,87933911,18764,1831,15,22,1971,14353785.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905130,2470592.0,1878163.0,180281.0,237148.0,1.0,1100,1581913.0,1706391.0,3161471.0,0.37167552,559,1100,242.26,0,25387,29064988,0,439,2660161.0,2844552.0,4588712.0,2823,24,57389421,18771,1378,15,21,1504,13941195.0,CERN-PROD_T0_SCORE_SHORT,finished
4051905136,2894612.0,1857194.0,174849.0,272520.0,1.0,1100,1805740.0,1815138.0,3250144.0,0.32346243,568,1100,280.37,0,29641,40090524,0,470,2947783.0,2957556.0,4547672.0,2823,34,72282332,18801,1640,19,27,1756,12223588.0,CERN-PROD_T0_SCORE_SHORT,finished
